PheCode,Names,Short_names,Category_code,Category,Full_Category
357,Inflammatory and toxic neuropathy,Inflammatory and toxic neuropathy,6,neurological,diseases of the nervous system
363.4,Choroidal degenerations,Choroidal degenerations,7,sense organs,diseases of the sense organs
426.92,Cardiac defibrillator in situ,Cardiac defibrillator in situ,8,circulatory system,diseases of the circulatory system
428.3,Heart failure with reduced EF [Systolic or combined heart failure],Systolic or combined heart failure,8,circulatory system,diseases of the circulatory system
513.32,Orthopnea,Orthopnea,9,respiratory,diseases of the respiratory system
561,Symptoms involving digestive system,Symptoms involving digestive system,10,digestive,diseases of the digestive system
634,Miscarriage; stillbirth,Miscarriage; stillbirth,12,pregnancy complications,"complications of pregnancy, childbirth, and the puerperium"
289.5,Diseases of spleen,Diseases of spleen,4,hematopoietic,diseases of the blood and blood-forming organs
378,Strabismus and other disorders of binocular eye movements,Disorders of binocular eye movements,7,sense organs,diseases of the sense organs
465.4,Acute laryngitis and tracheitis,Acute laryngitis and tracheitis,9,respiratory,diseases of the respiratory system
603.1,Hydrocele,Hydrocele,11,genitourinary,diseases of the genitourinary system
687.3,Changes in skin texture,Changes in skin texture,13,dermatologic,diseases of the skin and subcutaneous tissue
747.1,Cardiac congenital anomalies,Cardiac congenital anomalies,15,congenital anomalies,congenital anomalies
748,"Anomalies of respiratory system, congenital","Anomalies of respiratory system, congenital",15,congenital anomalies,congenital anomalies
972.2,Antilipemic and antiarteriosclerotic drugs causing adverse effects in therapeutic use,Adverse effects of antilipemic and antiarteriosclerotic drugs,18,injuries & poisonings,injury and poisoning
274.2,Crystal arthropathies,Crystal arthropathies,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
290.1,Dementias,Dementias,5,mental disorders,mental disorders
742.1,Loose body in joint,Loose body in joint,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
939.1,Contact and allergic dermatitis of eyelid,Contact and allergic dermatitis of eyelid,13,dermatologic,diseases of the skin and subcutaneous tissue
974,"Poisoning by water, mineral, and uric acid metabolism drugs","Poisoning by water, mineral, and uric acid metabolism drugs",18,injuries & poisonings,injury and poisoning
342,Hemiplegia,Hemiplegia,6,neurological,diseases of the nervous system
433.8,Late effects of cerebrovascular disease,Late effects of cerebrovascular disease,8,circulatory system,diseases of the circulatory system
618,Genital prolapse,Genital prolapse,11,genitourinary,diseases of the genitourinary system
720,Spinal stenosis,Spinal stenosis,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
801,Fracture of ankle and foot,Fracture of ankle and foot,18,injuries & poisonings,injury and poisoning
384.1,Myringitis,Myringitis,7,sense organs,diseases of the sense organs
525.2,Atrophy of edentulous alveolar ridge,Atrophy of edentulous alveolar ridge,10,digestive,diseases of the digestive system
535,Gastritis and duodenitis,Gastritis and duodenitis,10,digestive,diseases of the digestive system
204.2,Myeloid leukemia,Myeloid leukemia,2,neoplasms,neoplasms
444.5,Atheroembolism,Atheroembolism,8,circulatory system,diseases of the circulatory system
588.1,Renal osteodystrophy,Renal osteodystrophy,11,genitourinary,diseases of the genitourinary system
627.22,Need for Hormone replacement therapy (postmenopausal),Postmenopausal hormone replacement,11,genitourinary,diseases of the genitourinary system
655,Known or suspected fetal abnormality affecting management of mother,Known or suspected fetal abnormality,12,pregnancy complications,"complications of pregnancy, childbirth, and the puerperium"
377,Disorders of optic nerve and visual pathways,Disorders of optic nerve and visual pathways,7,sense organs,diseases of the sense organs
401.3,Other hypertensive complications,Other hypertensive complications,8,circulatory system,diseases of the circulatory system
447.7,Aortic ectasia,Aortic ectasia,8,circulatory system,diseases of the circulatory system
327.41,Organic or persistent insomnia,Organic or persistent insomnia,6,neurological,diseases of the nervous system
525,Other diseases of the teeth and supporting structures,Other diseases of the teeth and supporting structures,10,digestive,diseases of the digestive system
984,Toxic effect of lead and its compounds (including fumes),Toxic effect of lead and its compounds (including fumes),18,injuries & poisonings,injury and poisoning
681.5,"Cellulitis and abscess of leg, except foot",Cellulitis and abscess of leg,13,dermatologic,diseases of the skin and subcutaneous tissue
710.3,Osteopathy resulting from poliomyelitis,Osteopathy resulting from poliomyelitis,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
363,"Chorioretinal inflammations, scars, and other disorders of choroid",Disorders of choroid,7,sense organs,diseases of the sense organs
229.1,Benign neoplasm of lymph nodes,Benign neoplasm of lymph nodes,2,neoplasms,neoplasms
368.91,Psychophysical visual disturbances,Psychophysical visual disturbances,7,sense organs,diseases of the sense organs
523.3,Periodontitis (acute or chronic),Periodontitis (acute or chronic),10,digestive,diseases of the digestive system
260.1,Cachexia,Cachexia,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
334,Degenerative disease of the spinal cord,Degenerative disease of the spinal cord,6,neurological,diseases of the nervous system
359.1,Muscular dystrophies,Muscular dystrophies,6,neurological,diseases of the nervous system
512.7,Shortness of breath,Shortness of breath,9,respiratory,diseases of the respiratory system
599.5,Frequency of urination and polyuria,Frequency of urination and polyuria,11,genitourinary,diseases of the genitourinary system
618.1,Prolapse of vaginal walls,Prolapse of vaginal walls,11,genitourinary,diseases of the genitourinary system
626.4,Premenstrual tension syndromes,Premenstrual tension syndromes,11,genitourinary,diseases of the genitourinary system
965.3,Salicylates causing adverse effects in therapeutic use,Salicylates causing adverse effects in therapeutic use,18,injuries & poisonings,injury and poisoning
1000,Burns,Burns,,,
81.12,Chronic graft-versus-host disease,Chronic graft-versus-host disease,1,infectious diseases,infectious and parasitic diseases
292.11,Aphasia,Aphasia,5,mental disorders,mental disorders
293.1,"Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]","Swelling, mass, or lump in head and neck",5,mental disorders,mental disorders
513.31,Apnea,Apnea,9,respiratory,diseases of the respiratory system
527.8,Other specified diseases of the salivary glands,Other specified diseases of the salivary glands,10,digestive,diseases of the digestive system
594.8,Renal colic,Renal colic,11,genitourinary,diseases of the genitourinary system
972.6,Antihypertensive agents causing adverse effects,Antihypertensive agents causing adverse effects,18,injuries & poisonings,injury and poisoning
627.5,Premature menopause and other ovarian failure,Premature menopause and other ovarian failure,11,genitourinary,diseases of the genitourinary system
291.4,Specific nonpsychotic mental disorders due to brain damage,Mental disorders due to brain damage,5,mental disorders,mental disorders
380,Disorders of external ear,Other disorders of external ear,7,sense organs,diseases of the sense organs
427.4,Cardiac arrest and ventricular fibrillation,Cardiac arrest & ventricular fibrillation,8,circulatory system,diseases of the circulatory system
560.4,Other intestinal obstruction,Other intestinal obstruction,10,digestive,diseases of the digestive system
612.3,Congenital anomalies of breast,Congenital anomalies of breast,11,genitourinary,diseases of the genitourinary system
550.3,Femoral hernia,Femoral hernia,10,digestive,diseases of the digestive system
703.1,Ingrowing nail,Ingrowing nail,13,dermatologic,diseases of the skin and subcutaneous tissue
41,Bacterial infection NOS,Bacterial infection NOS,1,infectious diseases,infectious and parasitic diseases
285,Other anemias,Other anemias,4,hematopoietic,diseases of the blood and blood-forming organs
365.5,Pseudoexfoliation glaucoma,Pseudoexfoliation glaucoma,7,sense organs,diseases of the sense organs
388,Other disorders of ear,Other disorders of ear,7,sense organs,diseases of the sense organs
910,"Superficial injury, infected","Superficial injury, infected",18,injuries & poisonings,injury and poisoning
264.3,Delayed milestones,Delayed milestones,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
514.1,Abnormal results of function study of pulmonary system,Abnormal pulmonary function,9,respiratory,diseases of the respiratory system
743.4,Stress fracture,Stress fracture,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
286.81,Primary hypercoagulable state,Primary hypercoagulable state,4,hematopoietic,diseases of the blood and blood-forming organs
724.1,Disorders of sacrum,Disorders of sacrum,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
803,Fracture of upper limb,Fracture of upper limb,18,injuries & poisonings,injury and poisoning
563,Constipation,Constipation,,,
172.11,Melanomas of skin,Melanomas of skin,2,neoplasms,neoplasms
271.3,Intestinal disaccharidase deficiencies and disaccharide malabsorption,Disaccharide malabsorption,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
288.1,Decreased white blood cell count,Decreased white blood cell count,4,hematopoietic,diseases of the blood and blood-forming organs
288.11,Neutropenia,Neutropenia,4,hematopoietic,diseases of the blood and blood-forming organs
291.8,Alteration of consciousness,Alteration of consciousness,5,mental disorders,mental disorders
593,Hematuria,Hematuria,11,genitourinary,diseases of the genitourinary system
280,Iron deficiency anemias,Iron deficiency anemias,4,hematopoietic,diseases of the blood and blood-forming organs
371.3,Inflammation of eyelids,Inflammation of eyelids,7,sense organs,diseases of the sense organs
418,Nonspecific chest pain,Nonspecific chest pain,8,circulatory system,diseases of the circulatory system
184.2,"Cancer of other female genital organs, excluding uterus and ovary","Cancer of other female genital organs, excluding uterus and ovary",2,neoplasms,neoplasms
349,Other and unspecified disorders of the nervous system,Other disorders of the nervous system,6,neurological,diseases of the nervous system
411.3,Angina pectoris,Angina pectoris,8,circulatory system,diseases of the circulatory system
427.41,Ventricular fibrillation and flutter,Ventricular fibrillation & flutter,8,circulatory system,diseases of the circulatory system
443.8,Other specified peripheral vascular diseases,Other specified peripheral vascular diseases,8,circulatory system,diseases of the circulatory system
81.1,Graft-versus-host disease,Graft-versus-host disease,1,infectious diseases,infectious and parasitic diseases
255.1,Adrenal hyperfunction,Adrenal hyperfunction,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
274.21,Chondrocalcinosis,Chondrocalcinosis,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
371.2,"Conjunctivitis, noninfectious","Conjunctivitis, noninfectious",7,sense organs,diseases of the sense organs
575,Other biliary tract disease,Other biliary tract disease,10,digestive,diseases of the digestive system
592.2,Urethritis and urethral syndrome,Urethritis and urethral syndrome,11,genitourinary,diseases of the genitourinary system
691.1,Ichthyosis congenita,Ichthyosis congenita,13,dermatologic,diseases of the skin and subcutaneous tissue
159.2,"Malignant neoplasm of small intestine, including duodenum",Malignant neoplasm of small intestine,2,neoplasms,neoplasms
818.2,Subarachnoid hemorrhage (injury),Subarachnoid hemorrhage (injury),18,injuries & poisonings,injury and poisoning
288.3,Eosinophilia,Eosinophilia,4,hematopoietic,diseases of the blood and blood-forming organs
345.1,Epilepsy,Epilepsy,6,neurological,diseases of the nervous system
716,Other arthropathies,Other arthropathies,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
277.6,Other deficiencies of circulating enzymes,Other deficiencies of circulating enzymes,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
327.6,Circadian rhythm sleep disorder,Circadian rhythm sleep disorder,6,neurological,diseases of the nervous system
512.9,Other dyspnea,Other dyspnea,9,respiratory,diseases of the respiratory system
529,Diseases and other conditions of the tongue,Diseases of the tongue,10,digestive,diseases of the digestive system
736.2,Acquired deformities of finger,Acquired deformities of finger,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
800.4,Fracture of patella,Patellar fracture,18,injuries & poisonings,injury and poisoning
286.1,Congenital coagulation defects,Congenital coagulation defects,4,hematopoietic,diseases of the blood and blood-forming organs
300.9,Posttraumatic stress disorder,Posttraumatic stress disorder,5,mental disorders,mental disorders
346,Abnormal findings on study of brain and/or nervous system,"Abnormal findings on study of brain, nervous system",6,neurological,diseases of the nervous system
433.31,Transient cerebral ischemia,Transient cerebral ischemia,8,circulatory system,diseases of the circulatory system
793.2,"Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echocardiogram, etc)",Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs,,,
53.1,Herpes zoster with nervous system complications,Herpes zoster with nervous system complications,1,infectious diseases,infectious and parasitic diseases
145.5,Cancer of the mouth floor,Cancer of the mouth floor,2,neoplasms,neoplasms
523.31,Acute periodontitis,Acute periodontitis,10,digestive,diseases of the digestive system
574,Cholelithiasis and cholecystitis,Cholelithiasis and cholecystitis,10,digestive,diseases of the digestive system
270.3,Disorders of plasma protein metabolism,Plasma protein metabolism disorder,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
315,Develomental delays and disorders,Develomental delays and disorders,5,mental disorders,mental disorders
367.9,Blindness and low vision,Blindness and low vision,7,sense organs,diseases of the sense organs
433.5,Cerebral aneurysm,Cerebral aneurysm,8,circulatory system,diseases of the circulatory system
530.7,Gastroesophageal laceration-hemorrhage syndrome,Gastroesophageal laceration-hemorrhage syndrome,10,digestive,diseases of the digestive system
702.2,Seborrheic keratosis,Seborrheic keratosis,13,dermatologic,diseases of the skin and subcutaneous tissue
1100,Family history,Family history,,,
8.51,Intestinal e.coli,Intestinal e.coli,1,infectious diseases,infectious and parasitic diseases
333,Extrapyramidal disease and abnormal movement disorders,Extrapyramidal disease and abnormal movement disorders,6,neurological,diseases of the nervous system
860,Bone marrow or stem cell transplant,Bone marrow or stem cell transplant,2,neoplasms,neoplasms
287.32,Secondary thrombocytopenia,Secondary thrombocytopenia,4,hematopoietic,diseases of the blood and blood-forming organs
427.12,Paroxysmal ventricular tachycardia,Paroxysmal ventricular tachycardia,8,circulatory system,diseases of the circulatory system
530.15,Eosinophilic esophagitis,Eosinophilic esophagitis,10,digestive,diseases of the digestive system
686,Other local infections of skin and subcutaneous tissue,Other local infections of skin and subcutaneous tissue,13,dermatologic,diseases of the skin and subcutaneous tissue
695.21,Dermatitis herpetiformis,Dermatitis herpetiformis,13,dermatologic,diseases of the skin and subcutaneous tissue
696.4,Psoriasis,Psoriasis,13,dermatologic,diseases of the skin and subcutaneous tissue
709.6,Other specified diffuse diseases of connective tissue,Specified diffuse diseases of connective tissue,13,dermatologic,diseases of the skin and subcutaneous tissue
939,Atopic/contact dermatitis due to other or unspecified,Atopic or contact dermatitis,13,dermatologic,diseases of the skin and subcutaneous tissue
402,Elevated blood pressure reading without diagnosis of hypertension,Elevated blood pressure reading without diagnosis of hypertension,,,
366,Cataract,Cataract,7,sense organs,diseases of the sense organs
362.3,Other nondiabetic retinopathy,Nondiabetic retinopathy,7,sense organs,diseases of the sense organs
473.4,Voice disturbance,Voice disturbance,9,respiratory,diseases of the respiratory system
580.31,Nephritis and nephropathy in diseases classified elsewhere,Nephritis and nephropathy in diseases classified elsewhere,11,genitourinary,diseases of the genitourinary system
279.7,Other immunological findings,Other immunological findings,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
217,Vascular hamartomas and non-neoplastic nevi,Vascular hamartomas and non-neoplastic nevi,2,neoplasms,neoplasms
297.1,Suicidal ideation,Suicidal ideation,5,mental disorders,mental disorders
564.9,Personal history of diseases of digestive system,History of diseases of digestive system,10,digestive,diseases of the digestive system
604.3,Peyronie's disease,Peyronie's disease,11,genitourinary,diseases of the genitourinary system
770,Myalgia and myositis unspecified,Myalgia and myositis NOS,17,symptoms,"symptoms, signs, and ill-defined conditions"
184.1,Malignant neoplasm of ovary and other uterine adnexa,Ovarian cancer,2,neoplasms,neoplasms
379.9,"Pain, swelling or discharge of eye","Pain, swelling or discharge of eye",7,sense organs,diseases of the sense organs
594.2,Calculus of lower urinary tract,Calculus of lower urinary tract,11,genitourinary,diseases of the genitourinary system
988,Toxic effect of noxious substances eaten as food,Toxic effect of noxious substances eaten as food,18,injuries & poisonings,injury and poisoning
250.21,Type 2 diabetes with ketoacidosis,Type 2 diabetic ketoacidosis,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
260.21,Kwashiorkor,Kwashiorkor,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
290.3,Other persistent mental disorders due to conditions classified elsewhere,Persistent mental disorders due to other conditions,5,mental disorders,mental disorders
300.13,Phobia,Phobia,5,mental disorders,mental disorders
743.9,Osteopenia or other disorder of bone and cartilage,Osteopenia,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
286.3,Coagulation defects complicating pregnancy or postpartum,Coagulation defects complicating pregnancy,4,hematopoietic,diseases of the blood and blood-forming organs
313,Pervasive developmental disorders,Pervasive developmental disorders,5,mental disorders,mental disorders
374.1,Ectropion or entropion,Ectropion or entropion,7,sense organs,diseases of the sense organs
614.31,Acute inflammatory pelvic disease,Acute inflammatory pelvic disease,11,genitourinary,diseases of the genitourinary system
656.22,Interstitial emphysema and related conditions of newborn,Interstitial emphysema of newborn,12,pregnancy complications,"complications of pregnancy, childbirth, and the puerperium"
695.8,Other specified erythematous conditions,Other specified erythematous conditions,13,dermatologic,diseases of the skin and subcutaneous tissue
752,Nervous system congenital anomalies,Nervous system congenital anomalies,15,congenital anomalies,congenital anomalies
246.7,Abnormal results of function study of thyroid,Abnormal thyroid function,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
686.4,Pyogenic granuloma,Pyogenic granuloma,13,dermatologic,diseases of the skin and subcutaneous tissue
196,Radiotherapy,Radiotherapy,2,neoplasms,neoplasms
255.3,Adrenogenital disorders,Adrenogenital disorders,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
362.23,Cystoid macular degeneration of retina,Cystoid macular degeneration of retina,7,sense organs,diseases of the sense organs
704.1,Alopecia,Alopecia,13,dermatologic,diseases of the skin and subcutaneous tissue
371,Inflammation of the eye,Inflammation of the eye,7,sense organs,diseases of the sense organs
159,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,Cancer of the digestive organs and peritoneum,2,neoplasms,neoplasms
250.25,Diabetes type 2 with peripheral circulatory disorders,Type 2 diabetic peripheral circulatory disorders,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
364.1,Corneal opacity,Corneal opacity,7,sense organs,diseases of the sense organs
368.1,Amblyopia,Amblyopia,7,sense organs,diseases of the sense organs
378.5,Paralytic strabismus,Paralytic strabismus,7,sense organs,diseases of the sense organs
709.7,Unspecified diffuse connective tissue disease,Unspecified diffuse connective tissue disease,13,dermatologic,diseases of the skin and subcutaneous tissue
41.11,Methicillin sensitive Staphylococcus aureus,Methicillin sensitive Staphylococcus aureus,1,infectious diseases,infectious and parasitic diseases
350,Abnormal movement,Abnormal movement,6,neurological,diseases of the nervous system
656.4,Hemorrhage of fetus or newborn,Hemorrhage of fetus or newborn,12,pregnancy complications,"complications of pregnancy, childbirth, and the puerperium"
713.5,Arthropathy associated with neurological disorders,Arthropathy associated with neurological disorders,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
794,"Abnormal results of other function studies (bladder, pancreas, placenta, spleen, etc)",Abnormal results of other function studies,17,symptoms,"symptoms, signs, and ill-defined conditions"
41.12,Methicillin resistant Staphylococcus aureus,Methicillin resistant Staphylococcus aureus,1,infectious diseases,infectious and parasitic diseases
70.9,Hepatitis NOS,Hepatitis NOS,1,infectious diseases,infectious and parasitic diseases
599.7,Urethral discharge,Urethral discharge,11,genitourinary,diseases of the genitourinary system
90,Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections,1,infectious diseases,infectious and parasitic diseases
272.12,Hyperglyceridemia,Hyperglyceridemia,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
735,Acquired foot deformities,Acquired foot deformities,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
218,Benign neoplasm of uterus,Benign neoplasm of uterus,2,neoplasms,neoplasms
370.1,Corneal ulcer,Corneal ulcer,7,sense organs,diseases of the sense organs
798.1,Chronic fatigue syndrome,Chronic fatigue syndrome,17,symptoms,"symptoms, signs, and ill-defined conditions"
279,Disorders involving the immune mechanism,Immune disorders,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
282.9,Other hereditary hemolytic anemias,Other hereditary hemolytic anemias,4,hematopoietic,diseases of the blood and blood-forming organs
344,Other paralytic syndromes,Other paralytic syndromes,6,neurological,diseases of the nervous system
741.6,Villonodular synovitis,Villonodular synovitis,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
370.3,Keratoconjunctivitis,Keratoconjunctivitis,7,sense organs,diseases of the sense organs
521.4,Tooth complications likely association with other diseases,Tooth complications likely association with other diseases,10,digestive,diseases of the digestive system
656.6,Perinatal disorders of digestive system,Perinatal disorders of digestive system,12,pregnancy complications,"complications of pregnancy, childbirth, and the puerperium"
369,Infection of the eye,Infection of the eye,7,sense organs,diseases of the sense organs
379,Other disorders of eye,Other disorders of eye,7,sense organs,diseases of the sense organs
474.2,Chronic tonsillitis and adenoiditis,Chronic tonsillitis and adenoiditis,9,respiratory,diseases of the respiratory system
559,Ileostomy status,Ileostomy status,10,digestive,diseases of the digestive system
613.9,Breast disorder NOS,Breast disorder NOS,11,genitourinary,diseases of the genitourinary system
174.2,Breast cancer [male],Breast cancer [male],2,neoplasms,neoplasms
198.5,Secondary malignancy of brain/spine,Secondary malignancy of brain/spine,2,neoplasms,neoplasms
364.41,Keratoconus,Keratoconus,7,sense organs,diseases of the sense organs
604.2,Vascular disorders of penis,Vascular disorders of penis,11,genitourinary,diseases of the genitourinary system
427.42,Cardiac arrest,Cardiac arrest,8,circulatory system,diseases of the circulatory system
170.2,Cancer of connective tissue,Cancer of connective tissue,2,neoplasms,neoplasms
272.14,Hyperchylomicronemia,Hyperchylomicronemia,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
277.1,Disorders of porphyrin metabolism,Disorders of porphyrin metabolism,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
362.7,Hereditary retinal dystrophies,Hereditary retinal dystrophies,7,sense organs,diseases of the sense organs
500,Lung disease due to external agents,Lung disease due to external agents,9,respiratory,diseases of the respiratory system
854,"Complications of cardiac/vascular device, implant, and graft","Mechanical complications of cardiac/vascular device, implant, and graft",18,injuries & poisonings,injury and poisoning
222,Benign neoplasm of male genital organs,Benign neoplasm of male genital organs,2,neoplasms,neoplasms
283.21,Hemolytic-uremic syndrome,Hemolytic-uremic syndrome,4,hematopoietic,diseases of the blood and blood-forming organs
353.1,Nerve plexus lesions,Nerve plexus lesions,6,neurological,diseases of the nervous system
457.3,Encounter for long-term (current) use of aspirin,Encounter for long-term use of aspirin,8,circulatory system,diseases of the circulatory system
804,Fracture of hand or wrist,Fracture of hand or wrist,18,injuries & poisonings,injury and poisoning
172,Skin cancer,Skin cancer,2,neoplasms,neoplasms
180,Cervical cancer and dysplasia,Cervical cancer and dysplasia,2,neoplasms,neoplasms
245.21,Chronic lymphocytic thyroiditis,Chronic lymphocytic thyroiditis,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
502,Postinflammatory pulmonary fibrosis,Postinflammatory pulmonary fibrosis,9,respiratory,diseases of the respiratory system
149.1,Cancer of oropharynx,Cancer of oropharynx,2,neoplasms,neoplasms
530.5,Disorders of esophageal motility,Disorders of esophageal motility,10,digestive,diseases of the digestive system
246,Other disorders of thyroid,Other disorders of thyroid,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
386.2,Peripheral or central vertigo,Peripheral or central vertigo,7,sense organs,diseases of the sense organs
426.8,Other cardiac conduction disorders,Other cardiac conduction disorders,8,circulatory system,diseases of the circulatory system
701.3,Circumscribed scleroderma,Circumscribed scleroderma,13,dermatologic,diseases of the skin and subcutaneous tissue
702,Degenerative skin conditions and other dermatoses,Degenerative skin conditions and other dermatoses,13,dermatologic,diseases of the skin and subcutaneous tissue
741.2,Stiffness of joint,Stiffness of joint,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
750.1,Upper gastrointestinal congenital anomalies,Upper gastrointestinal congenital anomalies,15,congenital anomalies,congenital anomalies
200,Myeloproliferative disease,Myeloproliferative disease,2,neoplasms,neoplasms
270.34,Alpha-1-antitrypsin deficiency,Alpha-1-antitrypsin deficiency,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
289,Other diseases of blood and blood-forming organs,Diseases of blood and blood-forming organs,4,hematopoietic,diseases of the blood and blood-forming organs
433.12,Cerebral atherosclerosis,Cerebral atherosclerosis,8,circulatory system,diseases of the circulatory system
458.1,Orthostatic hypotension,Orthostatic hypotension,8,circulatory system,diseases of the circulatory system
586.4,Stricture/obstruction of ureter,Stricture/obstruction of ureter,11,genitourinary,diseases of the genitourinary system
619.2,"Disorders of uterus, NEC","Disorders of uterus, NEC",11,genitourinary,diseases of the genitourinary system
242.31,Thyrotoxic exophthalmos,Thyrotoxic exophthalmos,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
593.1,Gross hematuria,Gross hematuria,11,genitourinary,diseases of the genitourinary system
971,Poisoning by drugs primarily affecting the autonomic nervous system,Poisoning by drugs affecting the autonomic nervous system,18,injuries & poisonings,injury and poisoning
280.2,Iron deficiency anemia secondary to blood loss (chronic),Iron deficiency anemia secondary to blood loss,4,hematopoietic,diseases of the blood and blood-forming organs
601.11,Acute prostatitis,Acute prostatitis,11,genitourinary,diseases of the genitourinary system
609.1,"Infertility, male","Infertility, male",11,genitourinary,diseases of the genitourinary system
720.1,Spinal stenosis of lumbar region,Spinal stenosis of lumbar region,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
740.9,Osteoarthrosis NOS,Osteoarthrosis NOS,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
446.1,Thromboangiitis obliterans,Thromboangiitis obliterans,8,circulatory system,diseases of the circulatory system
585.32,End stage renal disease,End stage renal disease,11,genitourinary,diseases of the genitourinary system
704.11,Alopecia Areata,Alopecia Areata,13,dermatologic,diseases of the skin and subcutaneous tissue
226,Benign neoplasm of thyroid glands,Benign neoplasm of thyroid glands,2,neoplasms,neoplasms
292.3,Memory loss,Memory loss,5,mental disorders,mental disorders
573,Other disorders of liver,Disorders of liver,10,digestive,diseases of the digestive system
732,Osteochondropathies,Osteochondropathies,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
797.1,Cardiogenic shock,Cardiogenic shock,17,symptoms,"symptoms, signs, and ill-defined conditions"
427.3,Other specified cardiac dysrhythmias,Other specified cardiac dysrhythmias,8,circulatory system,diseases of the circulatory system
528.1,Stomatitis and mucositis,Stomatitis and mucositis,10,digestive,diseases of the digestive system
585.4,"Chronic kidney disease, Stage I or II","Chronic kidney disease, Stage I or II",11,genitourinary,diseases of the genitourinary system
717,Polymyalgia Rheumatica,Polymyalgia Rheumatica,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
270.1,Disturbances of amino-acid transport,Disturbances of amino-acid transport,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
483,Acute bronchitis and bronchiolitis,Acute bronchitis and bronchiolitis,9,respiratory,diseases of the respiratory system
586.3,Vascular disorders of kidney/hypertrophy,Vascular disorders of kidney/hypertrophy,11,genitourinary,diseases of the genitourinary system
696,Psoriasis and related disorders,Psoriasis & related disorders,13,dermatologic,diseases of the skin and subcutaneous tissue
938.1,Acute dermatitis due to solar radiation,Acute dermatitis due to sun,18,injuries & poisonings,injury and poisoning
81,Infection/inflammation of internal prosthetic device; implant; and graft,"Infection/inflammation of internal prosthetic device, implant or graft",1,infectious diseases,infectious and parasitic diseases
149.5,Hx of malignant neoplasm of oral cavity and pharynx,Hx of malignant neoplasm of oral cavity and pharynx,2,neoplasms,neoplasms
599.3,Dysuria,Dysuria,11,genitourinary,diseases of the genitourinary system
613.7,Other signs and symptoms in breast,Other signs and symptoms in breast,11,genitourinary,diseases of the genitourinary system
728,"Disorders of muscle, ligament, and fascia","Disorders of muscle, ligament, and fascia",14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
960.1,Adverse effects of antibacterials (not penicillins),Adverse effects of antibacterials (not penicillins),18,injuries & poisonings,injury and poisoning
110.12,Althete's foot,Althete's foot,1,infectious diseases,infectious and parasitic diseases
464,Acute sinusitis,Acute sinusitis,9,respiratory,diseases of the respiratory system
